1.0	0.41451332	0.17256637	0.7908133	-8.685925
2.0	0.450328	0.21765229	0.30337784	-8.105751
3.0	0.48001662	0.28605708	0.16526856	-7.0337243
4.0	0.52162766	0.2829469	0.27990928	4.8287306
5.0	0.56390935	0.26172566	-0.014090866	8.42681
6.0	0.5939067	0.32206288	-0.36774617	9.097324
7.0	0.6200306	0.3716065	-1.279783	9.232773
8.0	0.63957185	0.44689468	-1.4181287	9.249456
9.0	0.6724937	0.5404212	-1.1559091	9.2045765
10.0	0.69666153	0.6274313	-0.6259656	8.929258
11.0	0.7408367	0.6354712	-0.18627268	6.882115
12.0	0.7730154	0.53232306	0.10892123	-7.7620273
13.0	0.7955702	0.6257881	0.82179475	-8.893995
14.0	0.8146409	0.82812774	0.81177306	-9.100665
15.0	0.81349313	0.8566903	0.24209622	-9.080603
16.0	0.8315233	0.8562382	0.14079583	-9.046157
17.0	0.83776546	0.90230006	-0.11804437	-8.952733
18.0	0.86265653	0.96187043	-0.023964772	-8.245083
19.0	0.8772116	0.98647213	0.3674089	-7.086883
20.0	0.8884149	0.951691	-0.044884447	3.434718
21.0	0.88932353	0.82522833	-0.9236415	7.9337006
22.0	0.89253247	0.785625	-1.3470342	8.667648
23.0	0.8916836	0.7945087	-0.39722037	8.864605
24.0	0.89887935	0.69865894	-0.8824328	9.053583
25.0	0.9111768	0.65000874	-0.9880726	9.181833
26.0	0.92463976	0.7385348	0.44596097	9.239212
27.0	0.91516894	0.79055965	1.3680018	9.180016
28.0	0.91206235	0.8216926	1.6656747	8.815579
29.0	0.90791404	0.6999193	1.7550696	2.7401147
30.0	0.9233619	0.9030392	1.4890721	-7.4189143
31.0	0.92983663	0.99423474	1.5031574	-6.1444306
32.0	0.92744327	0.9946199	1.3014661	4.911268
33.0	0.9169785	0.99946606	1.3607763	2.3489707
34.0	0.9213936	0.99783546	1.3056146	-1.8652351
35.0	0.9170355	0.9266155	1.3325067	-6.3614326
36.0	0.91372573	0.89472437	0.30808514	-7.466544
37.0	0.9117506	0.8096439	-0.011338957	-8.21752
38.0	0.9134332	0.8428354	-0.23363176	-8.646105
39.0	0.9192723	0.9308091	-0.07450439	-8.469783
40.0	0.9202606	0.95677495	0.24409544	-7.0299916
41.0	0.9285789	0.9956459	0.7183105	-4.96669
42.0	0.92937106	0.98235315	0.15248469	6.0486565
43.0	0.92413294	0.98079216	-0.11392526	5.9077272
44.0	0.91961247	0.8843739	-0.12242832	7.576601
45.0	0.91350657	0.9382365	-1.2682664	8.023048
46.0	0.9212116	0.9395531	-0.53347987	8.327495
47.0	0.9323855	0.9896301	-0.73060846	7.438122
48.0	0.93411744	0.9993303	-1.9637947	1.8278426
49.0	0.93595994	0.9902217	-2.4667249	-5.30246
50.0	0.9326819	0.9868699	-1.8113482	-5.703463
51.0	0.92413527	0.9927964	-1.2955692	4.043685
52.0	0.9153832	0.93756664	-0.63196135	6.28191
53.0	0.91146725	0.84662795	-0.24092071	7.961912
54.0	0.9109182	0.8446147	-0.076698266	8.459051
55.0	0.9203687	0.80576795	0.5785575	8.759869
56.0	0.91459215	0.85717213	0.23475026	8.943744
57.0	0.9093475	0.8846174	-0.09318526	8.892506
58.0	0.90339476	0.94277775	-0.5394255	8.573659
59.0	0.90248907	0.97267795	-0.50730336	8.056245
60.0	0.90843374	0.9909241	0.114342645	6.8533344
61.0	0.9255414	0.9953617	0.08489497	-2.8259969
62.0	0.9269975	0.9572188	0.21882224	6.3117547
63.0	0.92611223	0.89136887	-0.48719156	7.010443
64.0	0.92785794	0.9912182	-0.581466	6.4609623
65.0	0.9312281	0.9650879	-0.21529791	-3.6350508
66.0	0.91905946	0.9641743	0.03335862	-5.590067
67.0	0.9273353	0.9839657	0.47244537	-6.039205
68.0	0.9257995	0.99644893	-0.18471321	-4.9636755
69.0	0.9193327	0.9715344	-0.23929365	5.2756457
70.0	0.91134065	0.8953165	-0.021991663	7.8479357
71.0	0.8992755	0.9040696	0.60160404	8.45125
72.0	0.8980316	0.9383663	0.9698158	8.592102
73.0	0.9025419	0.970124	0.711475	8.164977
74.0	0.9156912	0.956869	-0.033403136	-2.7774653
75.0	0.9243002	0.98054457	-0.37005302	-5.7952394
76.0	0.9288586	0.9727624	0.366395	-6.3821926
77.0	0.92563254	0.8672128	-0.08033134	-7.841752
78.0	0.92609984	0.79796416	-1.1128383	-8.637872
79.0	0.94138277	0.7687361	-0.77040225	-8.968482
80.0	0.9374826	0.7802377	-0.96588236	-9.118025
81.0	0.9360599	0.8834929	0.14496493	-8.935083
82.0	0.9467328	0.9299241	0.39015013	-8.595916
83.0	0.94381183	0.90859795	-0.3822224	-6.276263
84.0	0.94029546	0.9330375	0.29669344	7.2465234
85.0	0.93723327	0.8601535	0.2864316	8.061841
86.0	0.9339801	0.82843816	0.25346878	8.637319
87.0	0.9310443	0.8836006	-0.10988057	8.748668
88.0	0.92468786	0.8794843	-0.149232	8.739496
89.0	0.933751	0.87914723	-0.12873948	8.762157
90.0	0.93671674	0.9453391	0.56065875	8.500157
91.0	0.93360746	0.9443152	0.1690639	6.8174243
92.0	0.932511	0.8102468	-0.7662562	-7.034218
93.0	0.93714404	0.8164934	-0.641206	-8.099752
94.0	0.93235964	0.8040702	-0.23888691	-8.541691
95.0	0.92830104	0.87339616	-0.0009561032	-8.552849
96.0	0.91938853	0.9406358	0.36396408	-7.9761715
97.0	0.9127538	0.9736371	0.64677954	-7.233982
98.0	0.9153128	0.9841173	0.20356157	-6.149598
99.0	0.9213747	0.9649355	-0.2404216	-6.613486
100.0	0.92782384	0.80273616	0.3504236	-7.804822
101.0	0.92255956	0.7360391	1.2358996	-8.708492
102.0	0.9287781	0.83653855	1.7301506	-8.917462
103.0	0.93121535	0.8838961	2.1281412	-8.922224
104.0	0.93243575	0.92837834	2.4073415	-8.554317
105.0	0.9197654	0.821894	1.5081764	2.8676767
106.0	0.90818983	0.9285041	0.95980126	7.561015
107.0	0.9006071	0.9232055	0.45023677	8.174876
108.0	0.89526194	0.96338075	0.44306046	8.030037
109.0	0.9030721	0.9890342	0.10621588	5.775192
110.0	0.9057992	0.9340124	-0.27250612	-7.245236
111.0	0.92052436	0.963215	-0.88988703	-7.4886894
112.0	0.9279022	0.9263621	-1.0940057	-7.9734316
113.0	0.93006176	0.92834485	-1.3799524	-8.058792
114.0	0.9307683	0.9807602	-1.5638466	-7.3798056
115.0	0.9271367	0.9876954	-0.5573261	-4.775259
116.0	0.92402685	0.98917127	-0.17020811	2.6188645
117.0	0.92363834	0.9514954	0.07000217	-6.850825
118.0	0.9177847	0.9908782	1.4151659	-6.53984
119.0	0.91793805	0.9998401	1.626197	-0.55592394
120.0	0.9157096	0.9773111	1.2393868	-4.0951176
121.0	0.9194151	0.9417613	1.4750547	-6.670165
122.0	0.917387	0.90274715	1.4027337	-7.7227783
123.0	0.91972023	0.859789	0.6137747	-8.232757
124.0	0.9270474	0.9071106	-0.23486981	-8.383815
125.0	0.93781066	0.9538363	0.022482298	-7.733986
126.0	0.93742025	0.98430717	-0.31980193	-5.830378
127.0	0.9383611	0.9103152	-0.6295189	6.9554477
128.0	0.9368679	0.97699153	-0.99132574	6.997842
129.0	0.9358154	0.996345	-0.77760637	3.4653225
130.0	0.94074374	0.9989641	-1.075502	-3.444487
131.0	0.93900096	0.9537549	-1.1691096	-4.4549437
132.0	0.9403344	0.95868707	-0.9723333	-6.911212
133.0	0.93783474	0.9222182	-0.704932	-7.792423
134.0	0.9330881	0.84874547	-0.16459057	-8.436462
135.0	0.9316277	0.89173263	-0.042881876	-8.7128525
136.0	0.9365988	0.9370768	0.7564964	-8.652036
137.0	0.9406404	0.9663063	-0.19961178	-8.261084
138.0	0.9386865	0.97400004	-0.35757935	-6.214836
139.0	0.9327865	0.8243277	-0.7858058	7.9000616
140.0	0.9261948	0.75908315	-1.7201717	8.614943
141.0	0.92154026	0.8584749	-1.1620691	8.851141
142.0	0.92562217	0.81106746	-1.0388362	8.942396
143.0	0.9217748	0.82538694	-1.2034454	9.059339
144.0	0.92199093	0.8542347	0.18393794	9.010325
145.0	0.91797066	0.9309021	0.1990357	8.639709
146.0	0.92762065	0.98047197	0.21650833	7.7059546
147.0	0.9202596	0.97893083	0.65197814	7.0903516
148.0	0.9217249	0.9967449	1.9450766	4.862513
149.0	0.9179895	0.97748744	1.8344401	5.102883
150.0	0.9173382	0.9978678	1.6842064	4.0764856
